timestamp,time_offset,voltage
2025-07-25T20:22:41.79809+02:00,0.000000,1.112649
2025-07-25T20:22:41.79909+02:00,0.001000,1.157348
2025-07-25T20:22:41.80009+02:00,0.002000,1.171511
2025-07-25T20:22:41.80109+02:00,0.003000,1.206580
2025-07-25T20:22:41.80209+02:00,0.004000,1.214027
2025-07-25T20:22:41.80309+02:00,0.005000,1.224849
2025-07-25T20:22:41.80409+02:00,0.006000,1.228796
2025-07-25T20:22:41.80509+02:00,0.007000,1.225510
2025-07-25T20:22:41.80609+02:00,0.008000,1.218275
2025-07-25T20:22:41.80709+02:00,0.009000,1.212106
2025-07-25T20:22:41.80809+02:00,0.010000,1.208886
2025-07-25T20:22:41.80909+02:00,0.011000,1.204454
2025-07-25T20:22:41.81009+02:00,0.012000,1.200665
2025-07-25T20:22:41.81109+02:00,0.013000,1.195732
2025-07-25T20:22:41.81209+02:00,0.014000,1.201982
2025-07-25T20:22:41.81309+02:00,0.015000,1.222033
2025-07-25T20:22:41.81409+02:00,0.016000,1.230703
2025-07-25T20:22:41.81509+02:00,0.017000,1.241708
2025-07-25T20:22:41.81609+02:00,0.018000,1.244394
2025-07-25T20:22:41.81709+02:00,0.019000,1.251380
2025-07-25T20:22:41.81809+02:00,0.020000,1.265778
2025-07-25T20:22:41.81909+02:00,0.021000,1.256200
2025-07-25T20:22:41.82009+02:00,0.022000,1.248384
2025-07-25T20:22:41.82109+02:00,0.023000,1.247479
2025-07-25T20:22:41.82209+02:00,0.024000,1.248414
2025-07-25T20:22:41.82309+02:00,0.025000,1.233118
2025-07-25T20:22:41.82409+02:00,0.026000,1.214966
2025-07-25T20:22:41.82509+02:00,0.027000,1.190141
2025-07-25T20:22:41.82609+02:00,0.028000,1.186457
2025-07-25T20:22:41.82709+02:00,0.029000,1.168798
2025-07-25T20:22:41.82809+02:00,0.030000,1.174176
2025-07-25T20:22:41.82909+02:00,0.031000,1.173598
2025-07-25T20:22:41.83009+02:00,0.032000,1.172797
2025-07-25T20:22:41.83109+02:00,0.033000,1.194614
2025-07-25T20:22:41.83209+02:00,0.034000,1.209739
2025-07-25T20:22:41.83309+02:00,0.035000,1.227219
2025-07-25T20:22:41.83409+02:00,0.036000,1.238542
2025-07-25T20:22:41.83509+02:00,0.037000,1.264757
2025-07-25T20:22:41.83609+02:00,0.038000,1.269815
2025-07-25T20:22:41.83709+02:00,0.039000,1.283738
2025-07-25T20:22:41.83809+02:00,0.040000,1.299298
2025-07-25T20:22:41.83909+02:00,0.041000,1.283637
2025-07-25T20:22:41.84009+02:00,0.042000,1.284385
2025-07-25T20:22:41.84109+02:00,0.043000,1.267572
2025-07-25T20:22:41.84209+02:00,0.044000,1.255215
2025-07-25T20:22:41.84309+02:00,0.045000,1.227558
2025-07-25T20:22:41.84409+02:00,0.046000,1.180601
2025-07-25T20:22:41.84509+02:00,0.047000,1.158879
2025-07-25T20:22:41.84609+02:00,0.048000,1.110137
2025-07-25T20:22:41.84709+02:00,0.049000,1.070517
2025-07-25T20:22:41.84809+02:00,0.050000,1.039459
2025-07-25T20:22:41.84909+02:00,0.051000,1.000619
2025-07-25T20:22:41.85009+02:00,0.052000,0.952686
2025-07-25T20:22:41.85109+02:00,0.053000,0.923653
2025-07-25T20:22:41.85209+02:00,0.054000,0.907503
2025-07-25T20:22:41.85309+02:00,0.055000,0.888242
2025-07-25T20:22:41.85409+02:00,0.056000,0.868064
2025-07-25T20:22:41.85509+02:00,0.057000,0.842127
2025-07-25T20:22:41.85609+02:00,0.058000,0.842633
2025-07-25T20:22:41.85709+02:00,0.059000,0.818029
2025-07-25T20:22:41.85809+02:00,0.060000,0.796464
2025-07-25T20:22:41.85909+02:00,0.061000,0.780577
2025-07-25T20:22:41.86009+02:00,0.062000,0.756135
2025-07-25T20:22:41.86109+02:00,0.063000,0.729364
2025-07-25T20:22:41.86209+02:00,0.064000,0.701453
2025-07-25T20:22:41.86309+02:00,0.065000,0.690934
2025-07-25T20:22:41.86409+02:00,0.066000,0.655637
2025-07-25T20:22:41.86509+02:00,0.067000,0.643609
2025-07-25T20:22:41.86609+02:00,0.068000,0.627622
2025-07-25T20:22:41.86709+02:00,0.069000,0.615390
2025-07-25T20:22:41.86809+02:00,0.070000,0.603202
2025-07-25T20:22:41.86909+02:00,0.071000,0.605856
2025-07-25T20:22:41.87009+02:00,0.072000,0.617837
2025-07-25T20:22:41.87109+02:00,0.073000,0.621751
2025-07-25T20:22:41.87209+02:00,0.074000,0.655946
2025-07-25T20:22:41.87309+02:00,0.075000,0.671951
2025-07-25T20:22:41.87409+02:00,0.076000,0.718837
2025-07-25T20:22:41.87509+02:00,0.077000,0.740370
2025-07-25T20:22:41.87609+02:00,0.078000,0.768672
2025-07-25T20:22:41.87709+02:00,0.079000,0.803016
2025-07-25T20:22:41.87809+02:00,0.080000,0.830561
2025-07-25T20:22:41.87909+02:00,0.081000,0.846743
2025-07-25T20:22:41.88009+02:00,0.082000,0.876778
2025-07-25T20:22:41.88109+02:00,0.083000,0.889917
2025-07-25T20:22:41.88209+02:00,0.084000,0.896495
2025-07-25T20:22:41.88309+02:00,0.085000,0.887656
2025-07-25T20:22:41.88409+02:00,0.086000,0.875179
2025-07-25T20:22:41.88509+02:00,0.087000,0.885452
2025-07-25T20:22:41.88609+02:00,0.088000,0.868239
2025-07-25T20:22:41.88709+02:00,0.089000,0.866344
2025-07-25T20:22:41.88809+02:00,0.090000,0.849296
2025-07-25T20:22:41.88909+02:00,0.091000,0.854213
2025-07-25T20:22:41.89009+02:00,0.092000,0.853401
2025-07-25T20:22:41.89109+02:00,0.093000,0.868911
2025-07-25T20:22:41.89209+02:00,0.094000,0.876458
2025-07-25T20:22:41.89309+02:00,0.095000,0.886235
2025-07-25T20:22:41.89409+02:00,0.096000,0.895747
2025-07-25T20:22:41.89509+02:00,0.097000,0.932228
2025-07-25T20:22:41.89609+02:00,0.098000,0.934850
2025-07-25T20:22:41.89709+02:00,0.099000,0.957318
2025-07-25T20:22:41.89809+02:00,0.100000,0.987613
2025-07-25T20:22:41.89909+02:00,0.101000,0.988458
2025-07-25T20:22:41.90009+02:00,0.102000,1.001851
2025-07-25T20:22:41.90109+02:00,0.103000,1.007699
2025-07-25T20:22:41.90209+02:00,0.104000,1.020049
2025-07-25T20:22:41.90309+02:00,0.105000,1.021375
2025-07-25T20:22:41.90409+02:00,0.106000,1.023545
2025-07-25T20:22:41.90509+02:00,0.107000,1.035146
2025-07-25T20:22:41.90609+02:00,0.108000,1.037404
2025-07-25T20:22:41.90709+02:00,0.109000,1.062048
2025-07-25T20:22:41.90809+02:00,0.110000,1.078136
2025-07-25T20:22:41.90909+02:00,0.111000,1.085459
2025-07-25T20:22:41.91009+02:00,0.112000,1.120321
2025-07-25T20:22:41.91109+02:00,0.113000,1.153762
2025-07-25T20:22:41.91209+02:00,0.114000,1.180231
2025-07-25T20:22:41.91309+02:00,0.115000,1.217199
2025-07-25T20:22:41.91409+02:00,0.116000,1.270278
2025-07-25T20:22:41.91509+02:00,0.117000,1.313183
2025-07-25T20:22:41.91609+02:00,0.118000,1.340976
2025-07-25T20:22:41.91709+02:00,0.119000,1.379839
2025-07-25T20:22:41.91809+02:00,0.120000,1.406624
2025-07-25T20:22:41.91909+02:00,0.121000,1.431245
2025-07-25T20:22:41.92009+02:00,0.122000,1.438138
2025-07-25T20:22:41.92109+02:00,0.123000,1.438932
2025-07-25T20:22:41.92209+02:00,0.124000,1.442640
2025-07-25T20:22:41.92309+02:00,0.125000,1.424877
2025-07-25T20:22:41.92409+02:00,0.126000,1.408422
2025-07-25T20:22:41.92509+02:00,0.127000,1.403134
2025-07-25T20:22:41.92609+02:00,0.128000,1.365763
2025-07-25T20:22:41.92709+02:00,0.129000,1.352752
2025-07-25T20:22:41.92809+02:00,0.130000,1.316728
2025-07-25T20:22:41.92909+02:00,0.131000,1.291502
2025-07-25T20:22:41.93009+02:00,0.132000,1.282025
2025-07-25T20:22:41.93109+02:00,0.133000,1.253482
2025-07-25T20:22:41.93209+02:00,0.134000,1.238512
2025-07-25T20:22:41.93309+02:00,0.135000,1.224220
2025-07-25T20:22:41.93409+02:00,0.136000,1.222646
2025-07-25T20:22:41.93509+02:00,0.137000,1.196224
2025-07-25T20:22:41.93609+02:00,0.138000,1.193676
2025-07-25T20:22:41.93709+02:00,0.139000,1.167851
2025-07-25T20:22:41.93809+02:00,0.140000,1.165341
2025-07-25T20:22:41.93909+02:00,0.141000,1.129022
2025-07-25T20:22:41.94009+02:00,0.142000,1.118710
2025-07-25T20:22:41.94109+02:00,0.143000,1.089780
2025-07-25T20:22:41.94209+02:00,0.144000,1.062596
2025-07-25T20:22:41.94309+02:00,0.145000,1.033692
2025-07-25T20:22:41.94409+02:00,0.146000,0.990190
2025-07-25T20:22:41.94509+02:00,0.147000,0.955432
2025-07-25T20:22:41.94609+02:00,0.148000,0.934325
2025-07-25T20:22:41.94709+02:00,0.149000,0.910230
2025-07-25T20:22:41.94809+02:00,0.150000,0.895761
2025-07-25T20:22:41.94909+02:00,0.151000,0.878174
2025-07-25T20:22:41.95009+02:00,0.152000,0.883936
2025-07-25T20:22:41.95109+02:00,0.153000,0.872027
2025-07-25T20:22:41.95209+02:00,0.154000,0.890477
2025-07-25T20:22:41.95309+02:00,0.155000,0.895457
2025-07-25T20:22:41.95409+02:00,0.156000,0.898848
2025-07-25T20:22:41.95509+02:00,0.157000,0.924791
2025-07-25T20:22:41.95609+02:00,0.158000,0.929089
2025-07-25T20:22:41.95709+02:00,0.159000,0.938372
2025-07-25T20:22:41.95809+02:00,0.160000,0.950439
2025-07-25T20:22:41.95909+02:00,0.161000,0.942437
2025-07-25T20:22:41.96009+02:00,0.162000,0.941193
2025-07-25T20:22:41.96109+02:00,0.163000,0.933026
2025-07-25T20:22:41.96209+02:00,0.164000,0.913369
2025-07-25T20:22:41.96309+02:00,0.165000,0.887417
2025-07-25T20:22:41.96409+02:00,0.166000,0.863740
2025-07-25T20:22:41.96509+02:00,0.167000,0.832866
2025-07-25T20:22:41.96609+02:00,0.168000,0.798496
2025-07-25T20:22:41.96709+02:00,0.169000,0.785432
2025-07-25T20:22:41.96809+02:00,0.170000,0.751854
2025-07-25T20:22:41.96909+02:00,0.171000,0.725918
2025-07-25T20:22:41.97009+02:00,0.172000,0.706290
2025-07-25T20:22:41.97109+02:00,0.173000,0.699779
2025-07-25T20:22:41.97209+02:00,0.174000,0.689891
2025-07-25T20:22:41.97309+02:00,0.175000,0.685526
2025-07-25T20:22:41.97409+02:00,0.176000,0.679415
2025-07-25T20:22:41.97509+02:00,0.177000,0.682710
2025-07-25T20:22:41.97609+02:00,0.178000,0.684336
2025-07-25T20:22:41.97709+02:00,0.179000,0.685655
2025-07-25T20:22:41.97809+02:00,0.180000,0.701351
2025-07-25T20:22:41.97909+02:00,0.181000,0.692753
2025-07-25T20:22:41.98009+02:00,0.182000,0.704253
2025-07-25T20:22:41.98109+02:00,0.183000,0.707159
2025-07-25T20:22:41.98209+02:00,0.184000,0.705767
2025-07-25T20:22:41.98309+02:00,0.185000,0.685505
2025-07-25T20:22:41.98409+02:00,0.186000,0.699057
2025-07-25T20:22:41.98509+02:00,0.187000,0.700111
2025-07-25T20:22:41.98609+02:00,0.188000,0.687371
2025-07-25T20:22:41.98709+02:00,0.189000,0.715497
2025-07-25T20:22:41.98809+02:00,0.190000,0.725280
2025-07-25T20:22:41.98909+02:00,0.191000,0.737599
2025-07-25T20:22:41.99009+02:00,0.192000,0.777454
2025-07-25T20:22:41.99109+02:00,0.193000,0.816362
2025-07-25T20:22:41.99209+02:00,0.194000,0.855286
2025-07-25T20:22:41.99309+02:00,0.195000,0.894282
2025-07-25T20:22:41.99409+02:00,0.196000,0.946400
2025-07-25T20:22:41.99509+02:00,0.197000,0.997180
2025-07-25T20:22:41.99609+02:00,0.198000,1.038797
2025-07-25T20:22:41.99709+02:00,0.199000,1.082528
2025-07-25T20:22:41.99809+02:00,0.200000,1.133222
2025-07-25T20:22:41.99909+02:00,0.201000,1.166753
